         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs
57904.290845 19.841877      NaN   -27    14 c    0   2.00 186.44114 12.66357  6289.59  4961.37 2.62 2.52 -42.2 -0.432    19.36 20.58 02a57904o0058c
58135.657423 19.841877      NaN   -30    14 c    0   1.88 186.44114 12.66357  7576.97  1277.84 3.13 2.94  56.8 -0.389    19.65 21.72 02a58135o0947c
58162.613307 17.564935      NaN   -39   114 c    0   1.30 186.44114 12.66357  1288.84 10186.56 2.82 2.40  16.6 -0.443    17.66 19.41 02a58162o0364c
58162.623919 19.472870      NaN     2    19 c    0   1.59 186.44114 12.66357  1309.36 10066.98 2.72 2.28  12.0 -0.431    19.82 21.78 02a58162o0386c
58163.596772 18.280067      NaN     3    58 c    0   1.69 186.44114 12.66357  7734.79  2136.27 2.65 2.56  82.2 -0.403    17.86 19.80 02a58163o0703c
58163.603362 19.128787      NaN   -92    27 c    0   2.19 186.44114 12.66357  7718.20  2098.03 2.75 2.66  79.0 -0.399    18.48 20.40 02a58163o0714c
58163.623781 19.922338      NaN    -1    13 c    0   2.07 186.44114 12.66357  7777.76  2175.99 2.69 2.59  56.6 -0.412    19.82 21.86 02a58163o0755c
58163.635664 19.766969      NaN   -19    15 c    0   1.86 186.44114 12.66357  7796.09  2056.98 2.79 2.66  51.0 -0.401    19.64 21.74 02a58163o0778c
58167.585709 18.702047      NaN   -61    40 c    0   1.54 186.44114 12.66357  3366.88  9167.35 2.71 2.37  12.7 -0.444    18.40 20.37 02a58167o0781c
58167.602228 19.631075      NaN   -40    17 c    0   2.49 186.44114 12.66357  3349.54  9126.50 2.73 2.34  10.3 -0.437    19.21 21.37 02a58167o0816c
58167.606387 18.343209      NaN    47    40 c    0   1.48 186.44114 12.66357  3407.68  9206.51 2.73 2.29  10.9 -0.452    18.19 20.27 02a58167o0823c
58167.620628 17.958558      NaN     1    79 c    0   1.64 186.44114 12.66357  3426.17  9086.56 2.86 2.43  19.1 -0.439    17.43 19.63 02a58167o0853c
58171.553705 19.089302      NaN    -1    28 c    0   1.14 186.44114 12.66357  2074.85  9372.89 2.63 2.33  10.1 -0.445    18.90 20.69 02a58171o0493c
58171.571486 17.422338      NaN  -224   130 c    0   1.61 186.44114 12.66357  2054.19  9331.33 2.77 2.51  10.3 -0.438    16.69 18.39 02a58171o0528c
