tnsname  control_index                 ra               dec         ra_offset        dec_offset     radius_arcsec n_detec n_detec_o n_detec_c
2023fyq              0 186.44114166666662 12.66357500000000  0.00000000000000  0.00000000000000  0.00000000000000    4106      3212       894
    nan              1 186.44456403415390 12.66691411535560  0.00342236748726  0.00333911535560 17.00000000000000    4102      3208       894
    nan              2 186.44114166666662 12.66829722222222  0.00000000000000  0.00472222222222 17.00000000000000    4100      3208       892
    nan              3 186.43771929917935 12.66691411535560 -0.00342236748726  0.00333911535560 17.00000000000000    4102      3208       894
    nan              4 186.43630170815072 12.66357500000000 -0.00483995851591  0.00000000000000 17.00000000000000    4106      3212       894
    nan              5 186.43771929917935 12.66023588464440 -0.00342236748726 -0.00333911535560 17.00000000000000    4108      3214       894
    nan              6 186.44114166666662 12.65885277777778 -0.00000000000000 -0.00472222222222 17.00000000000000    4112      3218       894
    nan              7 186.44456403415390 12.66023588464440  0.00342236748726 -0.00333911535560 17.00000000000000    4107      3213       894
    nan              8 186.44598162518253 12.66357500000000  0.00483995851591 -0.00000000000000 17.00000000000000    4105      3211       894
