         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs
57400.613242 19.696897      NaN   -37    16 c    0   1.76 186.43772 12.66024  2685.29  5143.67 4.03 3.69 -53.3 -0.393    19.72 21.79 02a57400o0627c
57400.624477 19.318728      NaN    17    17 c    0   2.01 186.43772 12.66024  2365.16  4550.19 4.33 3.87 -45.1 -0.386    19.69 21.83 02a57400o0644c
57400.652534 19.631075      NaN    -2    17 c    0   1.97 186.43772 12.66024  7379.96  4751.75 3.69 3.49  83.2 -0.395    19.76 21.85 02a57400o0681c
57400.657293 19.287255      NaN    22    16 c    0   2.08 186.43772 12.66024  7085.35  6497.00 3.70 3.46  85.7 -0.401    19.73 21.80 02a57400o0686c
57401.613911 19.472870      NaN     5    18 c    0   1.33 186.43772 12.66024  2670.53  5267.45 3.85 3.55 -57.6 -0.411    19.71 21.70 02a57401o0648c
57401.623243 19.241693      NaN    22    17 c    0   1.84 186.43772 12.66024  2364.17  4686.17 4.00 3.61 -45.9 -0.406    19.72 21.71 02a57401o0663c
57401.659813 19.510313      NaN   -18    19 c    0   1.48 186.43772 12.66024  7198.15  6600.95 3.56 3.29  86.9 -0.420    19.70 21.62 02a57401o0710c
57436.385723 18.317510      NaN    42    43 c    0   1.28 186.43772 12.66024  3461.96  4857.02 4.32 3.96 -18.0 -0.371    18.37 19.52 02a57436o0284c
57436.399328 18.349730      NaN    37    43 c    0   1.37 186.43772 12.66024  3740.88  5441.27 4.19 4.00 -28.5 -0.365    18.47 19.66 02a57436o0307c
57436.412962 18.816441      NaN   -12    36 c    0   1.64 186.43772 12.66024  2585.11  6018.78 4.24 3.87 -18.9 -0.381    18.53 19.73 02a57436o0330c
57436.426564 18.757738      NaN   -47    38 c    0   1.63 186.43772 12.66024  2321.93  5825.43 4.09 3.82 -52.8 -0.400    18.61 19.79 02a57436o0353c
57452.556641 19.674510      NaN     4    15 c    0   1.92 186.43772 12.66024  7299.51  6212.10 3.72 3.39  83.4 -0.419    19.69 21.68 02a57452o0589c
57452.578980 19.569016      NaN   -59    18 c    0   1.45 186.43772 12.66024  7015.51  5631.62 3.68 3.44  82.9 -0.413    19.68 21.66 02a57452o0632c
57452.601243 19.510313      NaN   -28    19 c    0   1.55 186.43772 12.66024  8187.38  5062.33 3.74 3.42  78.9 -0.429    19.60 21.50 02a57452o0675c
57452.623723 19.102305      NaN    23    20 c    0   1.31 186.43772 12.66024  8304.83  4853.08 3.76 3.46  74.0 -0.432    19.52 21.37 02a57452o0718c
57460.530352 19.302877      NaN    12    19 c    0   1.75 186.43772 12.66024  7450.03  5997.79 3.74 3.56  71.1 -0.439    19.59 21.52 02a57460o0639c
57460.553859 19.569016      NaN   -21    18 c    0   1.36 186.43772 12.66024  7145.63  5418.03 3.69 3.45  81.6 -0.421    19.60 21.51 02a57460o0682c
57460.577582 19.510313      NaN   -13    19 c    0   1.43 186.43772 12.66024  8320.86  4848.30 3.79 3.49  73.2 -0.434    19.59 21.50 02a57460o0725c
57460.599887 19.318728      NaN     5    21 c    0   1.22 186.43772 12.66024  8301.85  4851.37 3.84 3.53  69.6 -0.428    19.52 21.39 02a57460o0768c
57480.487357 19.454622      NaN    12    16 c    0   2.22 186.43772 12.66024  7151.16  6045.87 3.74 3.56  74.5 -0.426    19.63 21.61 02a57480o0556c
57480.510927 19.569016      NaN    -5    18 c    0   1.69 186.43772 12.66024  6845.71  5467.78 3.68 3.46  86.4 -0.417    19.59 21.49 02a57480o0601c
57480.534316 19.419021      NaN     2    20 c    0   1.61 186.43772 12.66024  8020.67  4898.37 3.77 3.47  76.1 -0.428    19.41 21.16 02a57480o0646c
57480.557573 19.367717      NaN     2    21 c    0   1.51 186.43772 12.66024  8287.80  4845.39 3.78 3.45  74.0 -0.442    19.31 20.97 02a57480o0691c
57490.415473 19.183773      NaN    20    19 c    0   1.70 186.43772 12.66024  7184.93  5885.13 5.11 4.02   1.7 -0.340    19.43 21.65 02a57490o0457c
57490.433011 19.510313      NaN   -68    19 c    0   1.30 186.43772 12.66024  6902.87  5306.65 3.79 3.56  83.5 -0.389    19.65 21.66 02a57490o0487c
57490.452115 19.696897      NaN    -5    16 c    0   1.98 186.43772 12.66024  8053.85  4736.28 3.86 3.65  72.0 -0.393    19.59 21.58 02a57490o0519c
57490.471021 19.569016      NaN   -28    18 c    0   1.35 186.43772 12.66024  8296.78  4836.42 3.79 3.47  81.3 -0.411    19.59 21.51 02a57490o0550c
57491.409300 18.816441      NaN   -38    36 c    0   1.56 186.43772 12.66024  7605.21  5907.32 6.91 4.53   0.4 -0.365    18.61 20.72 02a57491o0366c
