         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs
58252.487082 19.766969      NaN   -20    15 c    0   1.27 186.44114 12.65885  2606.07 10389.15 2.75 2.51  -7.0 -0.418    19.38 21.01 02a58252o0523c
58252.490621 18.900000      NaN    46    18 c    0   1.20 186.44114 12.65885  7558.98   716.64 2.66 2.63 -78.3 -0.414    19.48 21.11 02a58252o0530c
58252.501284 19.510313      NaN    -9    19 c    0   1.02 186.44114 12.65885  2604.80 10390.11 2.70 2.46  -2.6 -0.421    19.32 20.85 02a58252o0550c
58252.503924 19.367717      NaN    14    17 c    0   1.48 186.44114 12.65885  7555.31   718.24 2.67 2.64 -86.3 -0.414    19.37 20.93 02a58252o0555c
58252.517312 18.757738      NaN    51    21 c    0   0.95 186.44114 12.65885  7570.57   722.35 2.74 2.63 -43.7 -0.416    19.26 20.79 02a58252o0580c
58253.257276 18.720295      NaN    16    34 c    0   0.42 186.44114 12.65885  7834.06    47.08 2.91 2.87  77.2 -0.389    19.59 21.39 02a58253o0015c
58253.260977 18.356290      NaN   -28    55 c    0   1.50 186.44114 12.65885  2899.66  9703.71 2.92 2.84 -58.3 -0.423    17.81 19.60 02a58253o0023c
58253.263730 19.051202      NaN     9    26 c    0   1.54 186.44114 12.65885  7889.27    67.97 2.86 2.68  60.1 -0.423    19.26 21.05 02a58253o0029c
58253.268375 18.900000      NaN    22    26 c    0   1.35 186.44114 12.65885  2879.27  9723.49 3.05 2.96  37.3 -0.417    19.02 20.97 02a58253o0039c
58255.394375 19.155932      NaN    22    19 c    0   0.95 186.44114 12.65885  1367.46 10165.80 2.74 2.56   6.3 -0.415    19.57 21.50 02a58255o0099c
58255.400268 19.271854      NaN     5    22 c    0   0.96 186.44114 12.65885  6311.67   473.58 2.78 2.53  45.7 -0.427    19.46 21.35 02a58255o0111c
58255.405455 18.990530      NaN    26    22 c    0   1.26 186.44114 12.65885  1349.93 10125.51 2.64 2.50  -3.7 -0.432    19.07 20.87 02a58255o0122c
58255.411395 18.796518      NaN    23    29 c    0   1.67 186.44114 12.65885  6293.95   431.90 2.68 2.49  44.1 -0.430    18.59 20.37 02a58255o0134c
58259.360075 19.569016      NaN   -34    18 c    0   2.46 186.44114 12.65885  4215.61 10029.00 2.76 2.63 -35.6 -0.412    19.38 20.79 02a58259o0039c
