         MJD         m       dm      uJy   duJy F  err    chi/N       RA      Dec        x        y   maj   min   phi  apfit  mag5sig   Sky            Obs
57834.547425 18.702047      NaN     -133     40 o    0     1.65 186.4363 12.66357  1891.93  3800.70  4.31  3.61 -83.3 -0.505    19.06 20.88 01a57834o0510o
57834.562089 18.702047      NaN     -134     40 o    0     1.30 186.4363 12.66357  1875.48  3916.31  4.45  3.75 -85.1 -0.508    19.01 20.85 01a57834o0539o
57837.506993 18.481707      NaN     -162     49 o    0     1.45 186.4363 12.66357  1081.60  4485.61  5.01  4.14  87.1 -0.435    19.02 20.95 01a57837o0416o
57837.522139 18.481707      NaN     -183     49 o    0     1.59 186.4363 12.66357  1102.53  4523.44  4.85  4.02  85.5 -0.425    19.12 21.09 01a57837o0445o
57837.536217 18.550302      NaN     -114     46 o    0     2.10 186.4363 12.66357  1044.97  4445.85  4.91  4.13  85.4 -0.400    19.09 21.03 01a57837o0472o
57837.551419 18.336727      NaN     -244     56 o    0     1.46 186.4363 12.66357  1028.29  4561.09  4.92  4.15  82.3 -0.365    19.03 20.93 01a57837o0501o
57838.501843 18.816441      NaN      -34     36 o    0     1.45 186.4363 12.66357  3615.97  4042.04  4.16  3.61 -72.6 -0.438    19.18 21.25 01a57838o0477o
57838.517037 18.847027      NaN     -141     35 o    0     1.37 186.4363 12.66357  3637.18  4080.31  4.33  3.77 -71.7 -0.423    19.10 21.18 01a57838o0506o
57838.531679 18.910912      NaN     -190     33 o    0     1.88 186.4363 12.66357  3581.52  4003.14  4.33  3.73 -72.3 -0.429    19.10 21.14 01a57838o0534o
57838.545757 18.786693      NaN     -148     37 o    0     1.39 186.4363 12.66357  3564.82  4119.03  4.36  3.83 -71.2 -0.428    19.08 21.14 01a57838o0561o
57842.494128 18.786693      NaN     -122     37 o    0     1.73 186.4363 12.66357  2222.88  6591.39  4.42  3.90 -80.3 -0.425    19.02 20.96 01a57842o0538o
57842.508330 18.757738      NaN     -101     38 o    0     1.70 186.4363 12.66357  2244.27  6629.88  4.37  3.84 -75.9 -0.424    19.05 20.97 01a57842o0565o
57842.523147 18.878500      NaN     -163     34 o    0     1.66 186.4363 12.66357  2188.60  6552.82  4.31  3.85 -74.5 -0.436    19.02 20.94 01a57842o0593o
57842.537884 18.417189      NaN     -187     52 o    0     1.11 186.4363 12.66357  2171.18  6667.91  4.50  4.10 -78.5 -0.417    18.98 20.89 01a57842o0621o
57845.482580 18.910912      NaN       -3     33 o    0     1.52 186.4363 12.66357  3394.10  6522.82  3.64  3.43 -74.7 -0.470    19.09 21.02 01a57845o0494o
57845.497940 18.944322      NaN      -31     32 o    0     1.63 186.4363 12.66357  3416.12  6560.74  3.63  3.44 -71.4 -0.468    19.05 20.97 01a57845o0523o
57845.513807 18.816441      NaN      -14     36 o    0     1.32 186.4363 12.66357  3359.26  6483.12  3.68  3.47 -74.9 -0.461    19.03 20.92 01a57845o0553o
57845.529115 18.757738      NaN      -44     38 o    0     1.39 186.4363 12.66357  3342.82  6598.33  3.85  3.67 -75.6 -0.456    18.95 20.85 01a57845o0582o
57846.483705 18.729535      NaN      -35     39 o    0     1.10 186.4363 12.66357  2102.01  5778.11  4.32  3.79 -80.4 -0.425    18.97 20.92 01a57846o0281o
57846.499024 18.729535      NaN      -33     39 o    0     1.40 186.4363 12.66357  2121.41  5815.31  4.25  3.71 -79.4 -0.433    18.97 20.84 01a57846o0310o
57846.514834 18.702047      NaN      -25     40 o    0     1.36 186.4363 12.66357  2064.36  5737.97  4.76  4.19 -78.8 -0.393    18.84 20.82 01a57846o0340o
57846.530113 18.729535      NaN      -31     39 o    0     1.79 186.4363 12.66357  2050.02  5854.58  4.95  4.54  89.8 -0.392    18.73 20.80 01a57846o0369o
57849.447112 18.623526      NaN     -142     43 o    0     1.40 186.4363 12.66357  2369.73  4984.85  3.75  3.42 -89.0 -0.470    18.52 20.09 01a57849o0454o
57849.462387 18.403357      NaN       26     44 o    0     1.00 186.4363 12.66357  2390.53  5023.46  3.67  3.30 -87.0 -0.468    18.61 20.11 01a57849o0485o
57849.484320 18.786693      NaN      -34     37 o    0     1.51 186.4363 12.66357  2333.48  4946.66  3.73  3.34 -85.4 -0.464    18.58 20.05 01a57849o0530o
57849.492627 18.232071      NaN       44     47 o    0     0.81 186.4363 12.66357  2317.00  5061.74  3.63  3.28 -86.0 -0.475    18.59 20.04 01a57849o0547o
57857.445992 16.482301      NaN     -436    309 o    0     1.27 186.4363 12.66357  2244.43  3979.10  3.78  3.29 -86.2 -0.485    16.58 17.03 01a57857o0332o
57857.459654 16.570085      NaN     -380    285 o    0     0.92 186.4363 12.66357  2267.36  4017.50  3.68  3.17 -83.6 -0.471    16.59 17.04 01a57857o0360o
57857.473409 17.976960      NaN      -16     78 o    0     1.10 186.4363 12.66357  2211.35  3940.56  3.75  3.17 -84.3 -0.467    17.84 18.75 01a57857o0388o
57857.487020 14.613338      NaN      744   1480 o    0     0.92 186.4363 12.66357  2193.34  4055.30  3.87  3.33 -85.4 -0.468    15.28 15.38 01a57857o0416o
57858.441299 18.598565      NaN       -4     44 o    0     1.21 186.4363 12.66357  2542.16  4459.25  4.01  3.39 -82.6 -0.458    18.52 20.01 01a57858o0243o
57858.456087 18.481707      NaN       -5     49 o    0     0.93 186.4363 12.66357  2563.23  4497.74  4.06  3.40 -81.1 -0.448    18.49 19.95 01a57858o0273o
57858.470777 18.343209      NaN       35     44 o    0     1.30 186.4363 12.66357  2504.82  4420.33  4.00  3.39 -80.3 -0.445    18.47 19.88 01a57858o0303o
57858.484499 18.504094      NaN     -102     48 o    0     1.43 186.4363 12.66357  2487.54  4536.24  4.19  3.60 -79.0 -0.439    18.41 19.83 01a57858o0331o
